Gstin,Month,DelayDays
27AAAAA3249A1Z110,2023-06,16
27AAAAA4449A1Z111,2023-01,39
27AAAAA4449A1Z111,2023-02,29
27AAAAA4449A1Z111,2023-03,15
27AAAAA4449A1Z111,2023-04,34
27AAAAA4449A1Z111,2023-05,31
27AAAAA4449A1Z111,2023-06,18
27AAAAA2855A1Z112,2023-01,29
27AAAAA2855A1Z112,2023-02,40
27AAAAA2855A1Z112,2023-03,38
27AAAAA2855A1Z112,2023-04,22
27AAAAA2855A1Z112,2023-05,22
27AAAAA2855A1Z112,2023-06,38
27AAAAA1997A1Z113,2023-01,28
27AAAAA1997A1Z113,2023-02,24
27AAAAA1997A1Z113,2023-03,35
27AAAAA1997A1Z113,2023-04,15
27AAAAA1997A1Z113,2023-05,30
27AAAAA1997A1Z113,2023-06,14
27AAAAA6749A1Z114,2023-01,12
27AAAAA6749A1Z114,2023-02,20
27AAAAA6749A1Z114,2023-03,38
27AAAAA6749A1Z114,2023-04,12
27AAAAA6749A1Z114,2023-05,36
27AAAAA6749A1Z114,2023-06,16
27AAAAA8579A1Z115,2023-01,14
27AAAAA8579A1Z115,2023-02,33
27AAAAA8579A1Z115,2023-03,16
27AAAAA8579A1Z115,2023-04,39
27AAAAA8579A1Z115,2023-05,18
27AAAAA8579A1Z115,2023-06,16
27AAAAA8584A1Z116,2023-01,37
27AAAAA8584A1Z116,2023-02,33
27AAAAA8584A1Z116,2023-03,22
27AAAAA8584A1Z116,2023-04,31
27AAAAA8584A1Z116,2023-05,30
27AAAAA8584A1Z116,2023-06,10
27AAAAA7979A1Z117,2023-01,11
27AAAAA7979A1Z117,2023-02,14
27AAAAA7979A1Z117,2023-03,25
27AAAAA7979A1Z117,2023-04,38
27AAAAA7979A1Z117,2023-05,30
27AAAAA7979A1Z117,2023-06,21
27AAAAA4213A1Z118,2023-01,16
27AAAAA4213A1Z118,2023-02,22
27AAAAA4213A1Z118,2023-03,18
27AAAAA4213A1Z118,2023-04,33
27AAAAA4213A1Z118,2023-05,33
27AAAAA4213A1Z118,2023-06,15
27AAAAA1558A1Z119,2023-01,37
27AAAAA1558A1Z119,2023-02,21
27AAAAA1558A1Z119,2023-03,15
27AAAAA1558A1Z119,2023-04,15
27AAAAA1558A1Z119,2023-05,37
27AAAAA1558A1Z119,2023-06,19
27AAAAA7883A1Z120,2023-01,12
27AAAAA7883A1Z120,2023-02,11
27AAAAA7883A1Z120,2023-03,18
27AAAAA7883A1Z120,2023-04,11
27AAAAA7883A1Z120,2023-05,18
27AAAAA7883A1Z120,2023-06,20
27AAAAA5713A1Z121,2023-01,16
27AAAAA5713A1Z121,2023-02,37
27AAAAA5713A1Z121,2023-03,22
27AAAAA5713A1Z121,2023-04,38
27AAAAA5713A1Z121,2023-05,33
27AAAAA5713A1Z121,2023-06,10
27AAAAA9685A1Z122,2023-01,12
27AAAAA9685A1Z122,2023-02,26
27AAAAA9685A1Z122,2023-03,13
27AAAAA9685A1Z122,2023-04,16
27AAAAA9685A1Z122,2023-05,17
27AAAAA9685A1Z122,2023-06,10
27AAAAA6273A1Z123,2023-01,18
27AAAAA6273A1Z123,2023-02,31
27AAAAA6273A1Z123,2023-03,15
27AAAAA6273A1Z123,2023-04,35
27AAAAA6273A1Z123,2023-05,16
27AAAAA6273A1Z123,2023-06,20
27AAAAA8541A1Z124,2023-01,22
27AAAAA8541A1Z124,2023-02,39
27AAAAA8541A1Z124,2023-03,14
27AAAAA8541A1Z124,2023-04,29
27AAAAA8541A1Z124,2023-05,32
27AAAAA8541A1Z124,2023-06,27
27AAAAA5530A1Z125,2023-01,28
27AAAAA5530A1Z125,2023-02,35
27AAAAA5530A1Z125,2023-03,16
27AAAAA5530A1Z125,2023-04,11
27AAAAA5530A1Z125,2023-05,16
27AAAAA5530A1Z125,2023-06,26
27AAAAA7062A1Z126,2023-01,15
27AAAAA7062A1Z126,2023-02,31
27AAAAA7062A1Z126,2023-03,33
27AAAAA7062A1Z126,2023-04,29
27AAAAA7062A1Z126,2023-05,29
27AAAAA7062A1Z126,2023-06,32
27AAAAA6444A1Z127,2023-01,24
27AAAAA6444A1Z127,2023-02,30
27AAAAA6444A1Z127,2023-03,14
27AAAAA6444A1Z127,2023-04,32
27AAAAA6444A1Z127,2023-05,19
27AAAAA6444A1Z127,2023-06,18
27AAAAA6796A1Z128,2023-01,13
27AAAAA6796A1Z128,2023-02,10
27AAAAA6796A1Z128,2023-03,11
27AAAAA6796A1Z128,2023-04,24
27AAAAA6796A1Z128,2023-05,24
27AAAAA6796A1Z128,2023-06,12
27AAAAA8060A1Z129,2023-01,22
27AAAAA8060A1Z129,2023-02,21
27AAAAA8060A1Z129,2023-03,24
27AAAAA8060A1Z129,2023-04,39
27AAAAA8060A1Z129,2023-05,33
27AAAAA8060A1Z129,2023-06,26
27AAAAA2817A1Z130,2023-01,37
27AAAAA2817A1Z130,2023-02,35
27AAAAA2817A1Z130,2023-03,23
27AAAAA2817A1Z130,2023-04,18
27AAAAA2817A1Z130,2023-05,20
27AAAAA2817A1Z130,2023-06,37
27AAAAA2431A1Z131,2023-01,38
27AAAAA2431A1Z131,2023-02,39
27AAAAA2431A1Z131,2023-03,38
27AAAAA2431A1Z131,2023-04,32
27AAAAA2431A1Z131,2023-05,19
27AAAAA2431A1Z131,2023-06,39
27AAAAA5211A1Z132,2023-01,38
27AAAAA5211A1Z132,2023-02,17
27AAAAA5211A1Z132,2023-03,14
27AAAAA5211A1Z132,2023-04,17
27AAAAA5211A1Z132,2023-05,30
27AAAAA5211A1Z132,2023-06,11
27AAAAA8124A1Z133,2023-01,17
27AAAAA8124A1Z133,2023-02,34
27AAAAA8124A1Z133,2023-03,23
27AAAAA8124A1Z133,2023-04,23
27AAAAA8124A1Z133,2023-05,31
27AAAAA8124A1Z133,2023-06,32
27AAAAA7259A1Z134,2023-01,38
27AAAAA7259A1Z134,2023-02,38
27AAAAA7259A1Z134,2023-03,32
27AAAAA7259A1Z134,2023-04,20
27AAAAA7259A1Z134,2023-05,34
27AAAAA7259A1Z134,2023-06,17
27AAAAA3185A1Z135,2023-01,39
27AAAAA3185A1Z135,2023-02,10
27AAAAA3185A1Z135,2023-03,24
27AAAAA3185A1Z135,2023-04,13
27AAAAA3185A1Z135,2023-05,22
27AAAAA3185A1Z135,2023-06,36
27AAAAA2839A1Z136,2023-01,35
27AAAAA2839A1Z136,2023-02,13
27AAAAA2839A1Z136,2023-03,30
27AAAAA2839A1Z136,2023-04,16
27AAAAA2839A1Z136,2023-05,19
27AAAAA2839A1Z136,2023-06,19
27AAAAA3913A1Z137,2023-01,13
27AAAAA3913A1Z137,2023-02,25
27AAAAA3913A1Z137,2023-03,36
27AAAAA3913A1Z137,2023-04,28
27AAAAA3913A1Z137,2023-05,37
27AAAAA3913A1Z137,2023-06,37
27AAAAA1341A1Z138,2023-01,29
27AAAAA1341A1Z138,2023-02,18
27AAAAA1341A1Z138,2023-03,11
27AAAAA1341A1Z138,2023-04,40
27AAAAA1341A1Z138,2023-05,10
27AAAAA1341A1Z138,2023-06,15
27AAAAA6401A1Z139,2023-01,20
27AAAAA6401A1Z139,2023-02,27
27AAAAA6401A1Z139,2023-03,21
27AAAAA6401A1Z139,2023-04,27
27AAAAA6401A1Z139,2023-05,28
27AAAAA6401A1Z139,2023-06,36
27AAAAA4587A1Z140,2023-01,15
27AAAAA4587A1Z140,2023-02,35
27AAAAA4587A1Z140,2023-03,37
27AAAAA4587A1Z140,2023-04,30
27AAAAA4587A1Z140,2023-05,10
27AAAAA4587A1Z140,2023-06,18
27AAAAA2341A1Z141,2023-01,33
27AAAAA2341A1Z141,2023-02,30
27AAAAA2341A1Z141,2023-03,10
27AAAAA2341A1Z141,2023-04,26
27AAAAA2341A1Z141,2023-05,39
27AAAAA2341A1Z141,2023-06,38
27AAAAA7242A1Z142,2023-01,19
27AAAAA7242A1Z142,2023-02,18
27AAAAA7242A1Z142,2023-03,18
27AAAAA7242A1Z142,2023-04,30
27AAAAA7242A1Z142,2023-05,23
27AAAAA7242A1Z142,2023-06,27
27AAAAA6713A1Z143,2023-01,20
27AAAAA6713A1Z143,2023-02,37
27AAAAA6713A1Z143,2023-03,24
27AAAAA6713A1Z143,2023-04,13
27AAAAA6713A1Z143,2023-05,28
27AAAAA6713A1Z143,2023-06,26
27AAAAA9686A1Z144,2023-01,39
27AAAAA9686A1Z144,2023-02,18
27AAAAA9686A1Z144,2023-03,20
27AAAAA9686A1Z144,2023-04,35
27AAAAA9686A1Z144,2023-05,37
27AAAAA9686A1Z144,2023-06,12
27AAAAA3226A1Z145,2023-01,18
27AAAAA3226A1Z145,2023-02,28
27AAAAA3226A1Z145,2023-03,17
27AAAAA3226A1Z145,2023-04,37
27AAAAA3226A1Z145,2023-05,20
27AAAAA3226A1Z145,2023-06,19
27AAAAA7652A1Z146,2023-01,22
27AAAAA7652A1Z146,2023-02,18
27AAAAA7652A1Z146,2023-03,12
27AAAAA7652A1Z146,2023-04,19
27AAAAA7652A1Z146,2023-05,24
27AAAAA7652A1Z146,2023-06,37
27AAAAA2211A1Z147,2023-01,13
27AAAAA2211A1Z147,2023-02,22
27AAAAA2211A1Z147,2023-03,24
27AAAAA2211A1Z147,2023-04,34
27AAAAA2211A1Z147,2023-05,27
27AAAAA2211A1Z147,2023-06,38
27AAAAA8431A1Z148,2023-01,12
27AAAAA8431A1Z148,2023-02,31
27AAAAA8431A1Z148,2023-03,28
27AAAAA8431A1Z148,2023-04,30
27AAAAA8431A1Z148,2023-05,27
27AAAAA8431A1Z148,2023-06,35
27AAAAA9256A1Z149,2023-01,23
27AAAAA9256A1Z149,2023-02,16
27AAAAA9256A1Z149,2023-03,33
27AAAAA9256A1Z149,2023-04,14
27AAAAA9256A1Z149,2023-05,25
27AAAAA9256A1Z149,2023-06,10
27AAAAA8511A1Z150,2023-01,36
27AAAAA8511A1Z150,2023-02,37
27AAAAA8511A1Z150,2023-03,11
27AAAAA8511A1Z150,2023-04,35
27AAAAA8511A1Z150,2023-05,31
27AAAAA8511A1Z150,2023-06,33
27AAAAA7321A1Z151,2023-01,30
27AAAAA7321A1Z151,2023-02,22
27AAAAA7321A1Z151,2023-03,17
27AAAAA7321A1Z151,2023-04,11
27AAAAA7321A1Z151,2023-05,23
27AAAAA7321A1Z151,2023-06,38
27AAAAA9200A1Z152,2023-01,10
27AAAAA9200A1Z152,2023-02,28
27AAAAA9200A1Z152,2023-03,17
27AAAAA9200A1Z152,2023-04,16
27AAAAA9200A1Z152,2023-05,33
27AAAAA9200A1Z152,2023-06,13
27AAAAA1567A1Z153,2023-01,17
27AAAAA1567A1Z153,2023-02,27
27AAAAA1567A1Z153,2023-03,32
27AAAAA1567A1Z153,2023-04,32
27AAAAA1567A1Z153,2023-05,15
27AAAAA1567A1Z153,2023-06,32
27AAAAA1376A1Z154,2023-01,18
27AAAAA1376A1Z154,2023-02,29
27AAAAA1376A1Z154,2023-03,16
27AAAAA1376A1Z154,2023-04,31
27AAAAA1376A1Z154,2023-05,29
27AAAAA1376A1Z154,2023-06,27
27AAAAA4542A1Z155,2023-01,26
27AAAAA4542A1Z155,2023-02,23
27AAAAA4542A1Z155,2023-03,32
27AAAAA4542A1Z155,2023-04,14
27AAAAA4542A1Z155,2023-05,14
27AAAAA4542A1Z155,2023-06,35
27AAAAA2120A1Z156,2023-01,37
27AAAAA2120A1Z156,2023-02,39
27AAAAA2120A1Z156,2023-03,15
27AAAAA2120A1Z156,2023-04,17
27AAAAA2120A1Z156,2023-05,33
27AAAAA2120A1Z156,2023-06,36
27AAAAA5907A1Z157,2023-01,38
27AAAAA5907A1Z157,2023-02,24
27AAAAA5907A1Z157,2023-03,20
27AAAAA5907A1Z157,2023-04,25
27AAAAA5907A1Z157,2023-05,40
27AAAAA5907A1Z157,2023-06,28
27AAAAA8383A1Z158,2023-01,32
27AAAAA8383A1Z158,2023-02,40
27AAAAA8383A1Z158,2023-03,35
27AAAAA8383A1Z158,2023-04,36
27AAAAA8383A1Z158,2023-05,17
27AAAAA8383A1Z158,2023-06,28
27AAAAA3752A1Z159,2023-01,22
27AAAAA3752A1Z159,2023-02,12
27AAAAA3752A1Z159,2023-03,30
27AAAAA3752A1Z159,2023-04,11
27AAAAA3752A1Z159,2023-05,26
27AAAAA3752A1Z159,2023-06,22
27AAAAA7215A1Z160,2023-01,33
27AAAAA7215A1Z160,2023-02,16
27AAAAA7215A1Z160,2023-03,36
27AAAAA7215A1Z160,2023-04,23
27AAAAA7215A1Z160,2023-05,22
27AAAAA7215A1Z160,2023-06,25
27AAAAA3943A1Z161,2023-01,17
27AAAAA3943A1Z161,2023-02,18
27AAAAA3943A1Z161,2023-03,12
27AAAAA3943A1Z161,2023-04,34
27AAAAA3943A1Z161,2023-05,32
27AAAAA3943A1Z161,2023-06,30
27AAAAA5330A1Z162,2023-01,29
27AAAAA5330A1Z162,2023-02,31
27AAAAA5330A1Z162,2023-03,16
27AAAAA5330A1Z162,2023-04,12
27AAAAA5330A1Z162,2023-05,28
27AAAAA5330A1Z162,2023-06,38
27AAAAA5538A1Z163,2023-01,12
27AAAAA5538A1Z163,2023-02,21
27AAAAA5538A1Z163,2023-03,31
27AAAAA5538A1Z163,2023-04,31
27AAAAA5538A1Z163,2023-05,30
27AAAAA5538A1Z163,2023-06,22
27AAAAA6162A1Z164,2023-01,27
27AAAAA6162A1Z164,2023-02,19
27AAAAA6162A1Z164,2023-03,14
27AAAAA6162A1Z164,2023-04,40
27AAAAA6162A1Z164,2023-05,14
27AAAAA6162A1Z164,2023-06,22
27AAAAA3205A1Z165,2023-01,26
27AAAAA3205A1Z165,2023-02,20
27AAAAA3205A1Z165,2023-03,21
27AAAAA3205A1Z165,2023-04,10
27AAAAA3205A1Z165,2023-05,22
27AAAAA3205A1Z165,2023-06,19
27AAAAA3315A1Z166,2023-01,33
27AAAAA3315A1Z166,2023-02,21
27AAAAA3315A1Z166,2023-03,32
27AAAAA3315A1Z166,2023-04,33
27AAAAA3315A1Z166,2023-05,33
27AAAAA3315A1Z166,2023-06,17
27AAAAA5933A1Z167,2023-01,22
27AAAAA5933A1Z167,2023-02,15
27AAAAA5933A1Z167,2023-03,35
27AAAAA5933A1Z167,2023-04,30
27AAAAA5933A1Z167,2023-05,29
27AAAAA5933A1Z167,2023-06,13
27AAAAA9962A1Z168,2023-01,16
27AAAAA9962A1Z168,2023-02,20
27AAAAA9962A1Z168,2023-03,36
27AAAAA9962A1Z168,2023-04,17
27AAAAA9962A1Z168,2023-05,33
27AAAAA9962A1Z168,2023-06,11
27AAAAA9900A1Z169,2023-01,10
27AAAAA9900A1Z169,2023-02,40
27AAAAA9900A1Z169,2023-03,32
27AAAAA9900A1Z169,2023-04,25
27AAAAA9900A1Z169,2023-05,29
27AAAAA9900A1Z169,2023-06,19
27AAAAA8316A1Z170,2023-01,10
27AAAAA8316A1Z170,2023-02,13
27AAAAA8316A1Z170,2023-03,32
27AAAAA8316A1Z170,2023-04,21
27AAAAA8316A1Z170,2023-05,21
27AAAAA8316A1Z170,2023-06,33
27AAAAA3356A1Z171,2023-01,33
27AAAAA3356A1Z171,2023-02,35
27AAAAA3356A1Z171,2023-03,18
27AAAAA3356A1Z171,2023-04,27
27AAAAA3356A1Z171,2023-05,14
27AAAAA3356A1Z171,2023-06,28
27AAAAA8540A1Z172,2023-01,35
27AAAAA8540A1Z172,2023-02,27
27AAAAA8540A1Z172,2023-03,31
27AAAAA8540A1Z172,2023-04,26
27AAAAA8540A1Z172,2023-05,27
27AAAAA8540A1Z172,2023-06,23
27AAAAA3430A1Z173,2023-01,29
27AAAAA3430A1Z173,2023-02,15
27AAAAA3430A1Z173,2023-03,24
27AAAAA3430A1Z173,2023-04,33
27AAAAA3430A1Z173,2023-05,37
27AAAAA3430A1Z173,2023-06,33
27AAAAA1905A1Z174,2023-01,14
27AAAAA1905A1Z174,2023-02,33
27AAAAA1905A1Z174,2023-03,13
27AAAAA1905A1Z174,2023-04,31
27AAAAA1905A1Z174,2023-05,35
27AAAAA1905A1Z174,2023-06,37
27AAAAA6082A1Z175,2023-01,18
27AAAAA6082A1Z175,2023-02,36
27AAAAA6082A1Z175,2023-03,30
27AAAAA6082A1Z175,2023-04,32
27AAAAA6082A1Z175,2023-05,28
27AAAAA6082A1Z175,2023-06,21
27AAAAA5546A1Z176,2023-01,22
27AAAAA5546A1Z176,2023-02,29
27AAAAA5546A1Z176,2023-03,18
27AAAAA5546A1Z176,2023-04,39
27AAAAA5546A1Z176,2023-05,26
27AAAAA5546A1Z176,2023-06,27
27AAAAA3767A1Z177,2023-01,29
27AAAAA3767A1Z177,2023-02,20
27AAAAA3767A1Z177,2023-03,29
27AAAAA3767A1Z177,2023-04,18
27AAAAA3767A1Z177,2023-05,13
27AAAAA3767A1Z177,2023-06,19
27AAAAA4310A1Z178,2023-01,10
27AAAAA4310A1Z178,2023-02,26
27AAAAA4310A1Z178,2023-03,37
27AAAAA4310A1Z178,2023-04,39
27AAAAA4310A1Z178,2023-05,13
27AAAAA4310A1Z178,2023-06,31
27AAAAA1913A1Z179,2023-01,14
27AAAAA1913A1Z179,2023-02,27
27AAAAA1913A1Z179,2023-03,21
27AAAAA1913A1Z179,2023-04,37
27AAAAA1913A1Z179,2023-05,15
27AAAAA1913A1Z179,2023-06,13
27AAAAA1863A1Z180,2023-01,40
27AAAAA1863A1Z180,2023-02,39
27AAAAA1863A1Z180,2023-03,34
27AAAAA1863A1Z180,2023-04,39
27AAAAA1863A1Z180,2023-05,28
27AAAAA1863A1Z180,2023-06,20
27AAAAA7706A1Z181,2023-01,20
27AAAAA7706A1Z181,2023-02,30
27AAAAA7706A1Z181,2023-03,30
27AAAAA7706A1Z181,2023-04,40
27AAAAA7706A1Z181,2023-05,22
27AAAAA7706A1Z181,2023-06,18
27AAAAA7807A1Z182,2023-01,11
27AAAAA7807A1Z182,2023-02,24
27AAAAA7807A1Z182,2023-03,11
27AAAAA7807A1Z182,2023-04,27
27AAAAA7807A1Z182,2023-05,13
27AAAAA7807A1Z182,2023-06,15
27AAAAA4189A1Z183,2023-01,28
27AAAAA4189A1Z183,2023-02,15
27AAAAA4189A1Z183,2023-03,23
27AAAAA4189A1Z183,2023-04,32
27AAAAA4189A1Z183,2023-05,17
27AAAAA4189A1Z183,2023-06,17
27AAAAA8189A1Z184,2023-01,18
27AAAAA8189A1Z184,2023-02,28
27AAAAA8189A1Z184,2023-03,22
27AAAAA8189A1Z184,2023-04,33
27AAAAA8189A1Z184,2023-05,31
27AAAAA8189A1Z184,2023-06,14
27AAAAA3027A1Z185,2023-01,27
27AAAAA3027A1Z185,2023-02,21
27AAAAA3027A1Z185,2023-03,34
27AAAAA3027A1Z185,2023-04,17
27AAAAA3027A1Z185,2023-05,35
27AAAAA3027A1Z185,2023-06,14
27AAAAA6083A1Z186,2023-01,29
27AAAAA6083A1Z186,2023-02,20
27AAAAA6083A1Z186,2023-03,26
27AAAAA6083A1Z186,2023-04,21
27AAAAA6083A1Z186,2023-05,10
27AAAAA6083A1Z186,2023-06,23
27AAAAA3290A1Z187,2023-01,35
27AAAAA3290A1Z187,2023-02,31
27AAAAA3290A1Z187,2023-03,17
27AAAAA3290A1Z187,2023-04,29
27AAAAA3290A1Z187,2023-05,37
27AAAAA3290A1Z187,2023-06,38
27AAAAA6679A1Z188,2023-01,21
27AAAAA6679A1Z188,2023-02,22
27AAAAA6679A1Z188,2023-03,36
27AAAAA6679A1Z188,2023-04,30
27AAAAA6679A1Z188,2023-05,28
27AAAAA6679A1Z188,2023-06,36
27AAAAA2716A1Z189,2023-01,15
27AAAAA2716A1Z189,2023-02,28
27AAAAA2716A1Z189,2023-03,26
27AAAAA2716A1Z189,2023-04,30
27AAAAA2716A1Z189,2023-05,24
27AAAAA2716A1Z189,2023-06,35
27AAAAA3307A1Z190,2023-01,33
27AAAAA3307A1Z190,2023-02,24
27AAAAA3307A1Z190,2023-03,27
27AAAAA3307A1Z190,2023-04,13
27AAAAA3307A1Z190,2023-05,39
27AAAAA3307A1Z190,2023-06,14
27AAAAA4118A1Z191,2023-01,33
27AAAAA4118A1Z191,2023-02,20
27AAAAA4118A1Z191,2023-03,31
27AAAAA4118A1Z191,2023-04,27
27AAAAA4118A1Z191,2023-05,37
27AAAAA4118A1Z191,2023-06,12
27AAAAA2337A1Z192,2023-01,18
27AAAAA2337A1Z192,2023-02,28
27AAAAA2337A1Z192,2023-03,30
27AAAAA2337A1Z192,2023-04,10
27AAAAA2337A1Z192,2023-05,38
27AAAAA2337A1Z192,2023-06,40
27AAAAA7979A1Z193,2023-01,28
27AAAAA7979A1Z193,2023-02,24
27AAAAA7979A1Z193,2023-03,13
27AAAAA7979A1Z193,2023-04,13
27AAAAA7979A1Z193,2023-05,20
27AAAAA7979A1Z193,2023-06,38
27AAAAA7594A1Z194,2023-01,15
27AAAAA7594A1Z194,2023-02,31
27AAAAA7594A1Z194,2023-03,38
27AAAAA7594A1Z194,2023-04,26
27AAAAA7594A1Z194,2023-05,36
27AAAAA7594A1Z194,2023-06,28
27AAAAA1231A1Z195,2023-01,23
27AAAAA1231A1Z195,2023-02,28
27AAAAA1231A1Z195,2023-03,20
27AAAAA1231A1Z195,2023-04,40
27AAAAA1231A1Z195,2023-05,11
27AAAAA1231A1Z195,2023-06,30
27AAAAA3397A1Z196,2023-01,23
27AAAAA3397A1Z196,2023-02,37
27AAAAA3397A1Z196,2023-03,17
27AAAAA3397A1Z196,2023-04,40
27AAAAA3397A1Z196,2023-05,29
27AAAAA3397A1Z196,2023-06,32
27AAAAA9467A1Z197,2023-01,26
27AAAAA9467A1Z197,2023-02,14
27AAAAA9467A1Z197,2023-03,35
27AAAAA9467A1Z197,2023-04,26
27AAAAA9467A1Z197,2023-05,14
27AAAAA9467A1Z197,2023-06,30
27AAAAA5225A1Z198,2023-01,14
27AAAAA5225A1Z198,2023-02,31
27AAAAA5225A1Z198,2023-03,29
27AAAAA5225A1Z198,2023-04,40
27AAAAA5225A1Z198,2023-05,24
27AAAAA5225A1Z198,2023-06,16
27AAAAA6628A1Z199,2023-01,26
27AAAAA6628A1Z199,2023-02,26
27AAAAA6628A1Z199,2023-03,25
27AAAAA6628A1Z199,2023-04,35
27AAAAA6628A1Z199,2023-05,36
27AAAAA6628A1Z199,2023-06,39
27AAAAA5691A1Z200,2023-01,12
27AAAAA5691A1Z200,2023-02,15
27AAAAA5691A1Z200,2023-03,19
27AAAAA5691A1Z200,2023-04,15
27AAAAA5691A1Z200,2023-05,15
27AAAAA5691A1Z200,2023-06,14
27AAAAA5194A1Z201,2023-01,22
27AAAAA5194A1Z201,2023-02,13
27AAAAA5194A1Z201,2023-03,16
27AAAAA5194A1Z201,2023-04,33
27AAAAA5194A1Z201,2023-05,10
27AAAAA5194A1Z201,2023-06,12
27AAAAA5522A1Z202,2023-01,14
27AAAAA5522A1Z202,2023-02,18
27AAAAA5522A1Z202,2023-03,19
27AAAAA5522A1Z202,2023-04,31
27AAAAA5522A1Z202,2023-05,26
27AAAAA5522A1Z202,2023-06,10
27AAAAA8371A1Z203,2023-01,20
27AAAAA8371A1Z203,2023-02,16
27AAAAA8371A1Z203,2023-03,21
27AAAAA8371A1Z203,2023-04,10
27AAAAA8371A1Z203,2023-05,11
27AAAAA8371A1Z203,2023-06,35
27AAAAA4080A1Z204,2023-01,26
27AAAAA4080A1Z204,2023-02,14
27AAAAA4080A1Z204,2023-03,35
27AAAAA4080A1Z204,2023-04,14
27AAAAA4080A1Z204,2023-05,31
27AAAAA4080A1Z204,2023-06,10
27AAAAA5825A1Z205,2023-01,13
27AAAAA5825A1Z205,2023-02,19
27AAAAA5825A1Z205,2023-03,33
27AAAAA5825A1Z205,2023-04,38
27AAAAA5825A1Z205,2023-05,37
27AAAAA5825A1Z205,2023-06,21
27AAAAA9844A1Z206,2023-01,40
27AAAAA9844A1Z206,2023-02,24
27AAAAA9844A1Z206,2023-03,24
27AAAAA9844A1Z206,2023-04,35
27AAAAA9844A1Z206,2023-05,13
27AAAAA9844A1Z206,2023-06,33
27AAAAA8619A1Z207,2023-01,17
27AAAAA8619A1Z207,2023-02,31
27AAAAA8619A1Z207,2023-03,30
27AAAAA8619A1Z207,2023-04,24
27AAAAA8619A1Z207,2023-05,29
27AAAAA8619A1Z207,2023-06,23
27AAAAA7339A1Z208,2023-01,32
27AAAAA7339A1Z208,2023-02,17
27AAAAA7339A1Z208,2023-03,28
27AAAAA7339A1Z208,2023-04,21
27AAAAA7339A1Z208,2023-05,24
27AAAAA7339A1Z208,2023-06,12
27AAAAA2353A1Z209,2023-01,15
27AAAAA2353A1Z209,2023-02,23
27AAAAA2353A1Z209,2023-03,38
27AAAAA2353A1Z209,2023-04,25
27AAAAA2353A1Z209,2023-05,25
27AAAAA2353A1Z209,2023-06,14
27AAAAA1681A1Z210,2023-01,37
27AAAAA1681A1Z210,2023-02,33
27AAAAA1681A1Z210,2023-03,27
27AAAAA1681A1Z210,2023-04,22
27AAAAA1681A1Z210,2023-05,26
27AAAAA1681A1Z210,2023-06,10
27AAAAA5120A1Z211,2023-01,33
27AAAAA5120A1Z211,2023-02,36
27AAAAA5120A1Z211,2023-03,32
27AAAAA5120A1Z211,2023-04,36
27AAAAA5120A1Z211,2023-05,14
27AAAAA5120A1Z211,2023-06,17
27AAAAA3837A1Z212,2023-01,18
27AAAAA3837A1Z212,2023-02,38
27AAAAA3837A1Z212,2023-03,20
27AAAAA3837A1Z212,2023-04,29
27AAAAA3837A1Z212,2023-05,12
27AAAAA3837A1Z212,2023-06,12
27AAAAA5066A1Z213,2023-01,23
27AAAAA5066A1Z213,2023-02,30
27AAAAA5066A1Z213,2023-03,40
27AAAAA5066A1Z213,2023-04,11
27AAAAA5066A1Z213,2023-05,26
27AAAAA5066A1Z213,2023-06,37
27AAAAA9627A1Z214,2023-01,40
27AAAAA9627A1Z214,2023-02,33
27AAAAA9627A1Z214,2023-03,22
27AAAAA9627A1Z214,2023-04,18
27AAAAA9627A1Z214,2023-05,38
27AAAAA9627A1Z214,2023-06,36
27AAAAA2217A1Z215,2023-01,12
27AAAAA2217A1Z215,2023-02,40
27AAAAA2217A1Z215,2023-03,24
27AAAAA2217A1Z215,2023-04,37
27AAAAA2217A1Z215,2023-05,29
27AAAAA2217A1Z215,2023-06,37
27AAAAA7635A1Z216,2023-01,12
27AAAAA7635A1Z216,2023-02,13
27AAAAA7635A1Z216,2023-03,15
27AAAAA7635A1Z216,2023-04,37
27AAAAA7635A1Z216,2023-05,38
27AAAAA7635A1Z216,2023-06,35
27AAAAA3498A1Z217,2023-01,39
27AAAAA3498A1Z217,2023-02,33
27AAAAA3498A1Z217,2023-03,18
27AAAAA3498A1Z217,2023-04,23
27AAAAA3498A1Z217,2023-05,11
27AAAAA3498A1Z217,2023-06,36
27AAAAA7468A1Z218,2023-01,22
27AAAAA7468A1Z218,2023-02,13
27AAAAA7468A1Z218,2023-03,21
27AAAAA7468A1Z218,2023-04,12
27AAAAA7468A1Z218,2023-05,18
27AAAAA7468A1Z218,2023-06,15
27AAAAA3454A1Z219,2023-01,24
27AAAAA3454A1Z219,2023-02,33
27AAAAA3454A1Z219,2023-03,28
27AAAAA3454A1Z219,2023-04,36
27AAAAA3454A1Z219,2023-05,24
27AAAAA3454A1Z219,2023-06,37
27AAAAA8606A1Z220,2023-01,37
27AAAAA8606A1Z220,2023-02,13
27AAAAA8606A1Z220,2023-03,25
27AAAAA8606A1Z220,2023-04,20
27AAAAA8606A1Z220,2023-05,21
27AAAAA8606A1Z220,2023-06,38
27AAAAA4768A1Z221,2023-01,15
27AAAAA4768A1Z221,2023-02,15
27AAAAA4768A1Z221,2023-03,19
27AAAAA4768A1Z221,2023-04,10
27AAAAA4768A1Z221,2023-05,29
